Batch	Correct_edit	Indels	Substitutions_amplicon	Reads_aligned_all_amplicons	Reads_aligned_reference	Reads_aligned_amplicon	dir
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_12	0.683888215362616	0.015542913985514	0.062171655942056	32169	31948	220	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	1.71862509992006	0.0285485896996688	0.0513874614594039	17514	17212	301	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_16	1.9440249349314	0.0514122296841361	0.109250988078789	31121	30512	605	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18	1.47623265426631	0.0295246530853262	0.0548314985870345	23709	23357	350	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_WtTScells_TSseq_GCTGC_EMX1_type2_RTT_18	66.4006760819749	0.154393720238579	0.737839463034893	61531	20519	40857	CRISPRessoBatch_on_WtTS_EMX1
REP1_WtTScells_TSseq_GTCAG_EMX1_type2_RTT_18	67.2235389328863	0.206177621057094	0.803514654026244	51897	16831	34887	CRISPRessoBatch_on_WtTS_EMX1
REP2_WtTScells_TSseq_GCTGC_EMX1_type2_RTT_18	55.5668479089385	0.223588596981554	0.614868641699273	39358	17364	21870	CRISPRessoBatch_on_WtTS_EMX1
REP2_WtTScells_TSseq_GTCAG_EMX1_type2_RTT_18	56.6306162444654	0.208681135225376	0.693184292661683	55108	23735	31208	CRISPRessoBatch_on_WtTS_EMX1
REP3_WtTScells_TSseq_GCTGC_EMX1_type2_RTT_18	64.5417262756318	0.183118741058655	0.629470672389127	52425	18425	33836	CRISPRessoBatch_on_WtTS_EMX1
REP3_WtTScells_TSseq_GTCAG_EMX1_type2_RTT_18	62.7567373103087	0.230572998430141	0.747318158032444	61152	22560	38377	CRISPRessoBatch_on_WtTS_EMX1
REP1_WtTScells_TSseq_GCTGC_HEK3_type1_RTT_34	55.5897871084382	0.0719477548610855	1.23233590377449	54206	24073	30133	CRISPRessoBatch_on_WtTS_HEK3
REP1_WtTScells_TSseq_GTCAG_HEK3_type1_RTT_34	55.8740310401982	0.182490917309849	1.82993185889601	59729	26352	33373	CRISPRessoBatch_on_WtTS_HEK3
REP2_WtTScells_TSseq_GCTGC_HEK3_type1_RTT_34	44.5208460266342	0.193663504221429	1.16415701975803	45956	25495	20460	CRISPRessoBatch_on_WtTS_HEK3
REP2_WtTScells_TSseq_GTCAG_HEK3_type1_RTT_34	42.3658445904077	0.144586276696823	1.50989383236254	48414	27903	20511	CRISPRessoBatch_on_WtTS_HEK3
REP3_WtTScells_TSseq_GCTGC_HEK3_type1_RTT_34	51.2474780767464	0.1098659635245	1.07468887956693	50061	24406	25655	CRISPRessoBatch_on_WtTS_HEK3
REP3_WtTScells_TSseq_GTCAG_HEK3_type1_RTT_34	52.1725496344786	0.121513827097583	1.65415596887678	51023	24401	26620	CRISPRessoBatch_on_WtTS_HEK3
REP1_WtTScells_TSseq_GCTGC_RNF2_type1_RTT_14	48.5082283416096	0.430910657856938	1.69286329872368	48734	25089	23640	CRISPRessoBatch_on_WtTS_RNF2
REP1_WtTScells_TSseq_GTCAG_RNF2_type1_RTT_14	51.4001835778354	0.0418686291244625	1.84221968147635	62099	30178	31919	CRISPRessoBatch_on_WtTS_RNF2
REP2_WtTScells_TSseq_GCTGC_RNF2_type1_RTT_14	40.6690777576854	0.229053646775166	1.30198915009042	49770	29528	20241	CRISPRessoBatch_on_WtTS_RNF2
REP2_WtTScells_TSseq_GTCAG_RNF2_type1_RTT_14	41.6158902269347	0.100753250491772	1.53768651345776	41686	24338	17348	CRISPRessoBatch_on_WtTS_RNF2
REP3_WtTScells_TSseq_GCTGC_RNF2_type1_RTT_14	46.0543701938698	0.318423047763457	1.5791183797249	46165	24902	21261	CRISPRessoBatch_on_WtTS_RNF2
REP3_WtTScells_TSseq_GTCAG_RNF2_type1_RTT_14	48.4841401136445	0.0953031719772711	1.56261238581601	55612	28647	26963	CRISPRessoBatch_on_WtTS_RNF2
REP1_WtTScells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	55.514089458597	0.180287378080661	0.654443182432798	55467	23673	30792	CRISPRessoBatch_on_WtTScells_EMX1endogenousSeq_EMX1
REP1_WtTScells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	59.1244578144676	0.229117112074996	0.949699174478802	57176	23049	33805	CRISPRessoBatch_on_WtTScells_EMX1endogenousSeq_EMX1
REP2_WtTScells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	46.7810275323784	0.0806244103267862	0.595248306029677	58295	30075	27271	CRISPRessoBatch_on_WtTScells_EMX1endogenousSeq_EMX1
REP2_WtTScells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	47.8293291832831	0.270725934571864	0.907823493175113	61686	31852	29504	CRISPRessoBatch_on_WtTScells_EMX1endogenousSeq_EMX1
REP3_WtTScells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	63.9241010922427	0.103643466475325	0.797257434425576	12543	4292	8018	CRISPRessoBatch_on_WtTScells_EMX1endogenousSeq_EMX1
REP3_WtTScells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	64.9534396881542	0.505305709954523	1.0611419909045	13853	4762	8998	CRISPRessoBatch_on_WtTScells_EMX1endogenousSeq_EMX1
REP1_WtTScells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	45.7942470676458	0.0226381991312591	0.970612787752734	70677	38310	32366	CRISPRessoBatch_on_WtTScells_HEK3endogenousSeq_HEK3
REP1_WtTScells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	49.4938332241869	0.12278978388998	1.16377428509059	73296	37018	36277	CRISPRessoBatch_on_WtTScells_HEK3endogenousSeq_HEK3
REP2_WtTScells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	34.6936080295827	0.121500264131009	0.994453248811411	75720	49450	26270	CRISPRessoBatch_on_WtTScells_HEK3endogenousSeq_HEK3
REP2_WtTScells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	40.727943960621	0.132525558500568	1.45935882872649	63384	37569	25815	CRISPRessoBatch_on_WtTScells_HEK3endogenousSeq_HEK3
REP3_WtTScells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	60.6488410662999	0.00404514380486226	0.922292787508596	24721	9728	14993	CRISPRessoBatch_on_WtTScells_HEK3endogenousSeq_HEK3
REP3_WtTScells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	59.7059829059829	0.0273504273504274	1.51794871794872	14625	5893	8732	CRISPRessoBatch_on_WtTScells_HEK3endogenousSeq_HEK3
REP1_WtTScells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	47.520469643133	0.0529672706406833	1.71812584140716	90622	47558	43064	CRISPRessoBatch_on_WtTScells_RNF2endogenousSeq_RNF2
REP1_WtTScells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	44.0645661632294	0.0630939705824362	1.52214204030127	76077	42554	33523	CRISPRessoBatch_on_WtTScells_RNF2endogenousSeq_RNF2
REP2_WtTScells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	43.9195235039452	0.173534223298777	1.51480915754558	110641	62048	48593	CRISPRessoBatch_on_WtTScells_RNF2endogenousSeq_RNF2
REP2_WtTScells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	41.039035263188	0.134880265188318	1.38766645710693	87485	51582	35903	CRISPRessoBatch_on_WtTScells_RNF2endogenousSeq_RNF2
REP3_WtTScells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	62.6176458808923	0.172213544795546	2.50710881493051	24969	9334	15635	CRISPRessoBatch_on_WtTScells_RNF2endogenousSeq_RNF2
REP3_WtTScells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	57.5892857142857	0.0268932874354561	2.25365748709122	18592	7885	10707	CRISPRessoBatch_on_WtTScells_RNF2endogenousSeq_RNF2
